gene	MP41.D28A	MP41.D28B	MP41.D28C	MP41.D32A	MP41.D32B	MP41.D32C
GSDMD	-0.325682479807134	-0.398824274847772	-0.499016615402837	-0.319728159734183	-0.490170217673799	-0.53981899400556
GSTP1	-0.482476817114737	-0.379538016877029	-0.526279616170802	-0.47571082190465	-0.394307313121249	-0.535528664912954
GSX1	-0.40161210843453	-0.153018314824431	-0.240343643004809	-0.412602442597331	-0.139127809526648	-0.271327001588963
GSX2	-0.129458287392153	-0.0205438730807847	-0.0784241079703365	-0.154746876655791	-0.0070213038152776	-0.0830743779017698
GTF3C1	-0.67070701352288	-0.691526427207348	-0.762117907470449	-0.775199532762454	-0.726346123788311	-0.809322108515907
GXYLT1	-0.256578555223992	-0.372362658369223	-0.372981966659884	-0.266528318033987	-0.346799274553082	-0.34848502081782
GXYLT2	-0.0715855670312761	-0.160795531069713	-0.183373266614562	-0.104124070052913	-0.133897253873442	-0.174779440998228
GYS1	-0.170950210874564	-0.161523783518448	-0.181216390104732	-0.111432311971732	-0.112403007336705	-0.151759626556162
GYS2	-0.178288045121416	-0.173772862333284	-0.198649813636285	-0.249794301320504	-0.0914125378401429	-0.182321218631964
H1FOO	-0.223703598099175	-0.357587293229871	-0.353189306503399	-0.228087784481763	-0.299566034079239	-0.315384583256414
H2AFX	-0.325986713762615	-0.287175466184163	-0.110181871018679	-0.388323657538114	-0.199135145475845	-0.120180265733974
H2BFM	-0.103774468582563	-0.0870484493188312	-0.282740733444854	-0.130772596995853	-0.083605044562458	-0.352418132791974
HACD1	-0.246216597842508	-0.146641249836602	-0.183967700868241	-0.242226349102781	-0.156681753455729	-0.222313205582455
HACD2	-0.148783755654984	-0.271023975646855	-0.25906484986855	-0.18295281485482	-0.272211284322731	-0.138039867137305
HASPIN	-0.257672609287573	-0.354988099351903	-0.327028786992222	-0.338458825326762	-0.394059901466832	-0.224012916258929
HEATR5A	-0.231031356826989	-0.353657740157183	-0.398018236749585	-0.269403260157712	-0.409061229009416	-0.446802682327419
HEATR5B	-0.250743773228454	-0.163806694560207	-0.266469098057389	-0.205756681544586	-0.144929585244988	-0.255242362832709
HMG20B	-0.264683750847069	-0.350757641005928	-0.19570972807598	-0.26977675993111	-0.419862322883724	-0.280210679835796
HMGCL	-0.28543253161742	-0.251627703712316	-0.187362534602815	-0.269001393715208	-0.245660017254827	-0.170921403424142
HMGCLL1	-0.30123437638044	-0.188964723063693	-0.329610608542982	-0.19493705049789	-0.111519189024365	-0.272467753491962
HMGCS1	-1.56410920104353	-1.41555825224208	-1.31079516752985	-1.64375279710576	-1.3715422465175	-1.14747517420957
HMGCS2	-0.302255544398651	-0.444570403257485	-0.264188858633039	-0.365829292351047	-0.403413030263308	-0.237888727497388
HMSD	-0.0290322644881236	-0.222195740453012	-0.130230847877926	0.0170331358085551	-0.221026753764104	-0.0320791135259655
HNRNPF	-0.320579902591779	-0.278642495405661	-0.33255041851862	-0.2697453345359	-0.402343247259275	-0.369458427532986
HNRNPH1	-0.939207567211151	-0.880816044887631	-0.814815733728724	-0.966289150710606	-1.06494683128972	-0.778882070039301
HNRNPH3	-0.434120805505466	-0.335639650923767	-0.37309448760982	-0.378044103867706	-0.331478045827582	-0.40584093612453
HNRNPK	-0.845955612165395	-1.14891069253934	-1.2680005978688	-1.05563425991799	-0.982502081644378	-1.29156785224558
HOXB1	-0.373735334081452	-0.513128207722048	-0.431368277270474	-0.43510791067598	-0.398205852458707	-0.522103612558711
HPS1	-0.435183993354683	-0.334627405254593	-0.289497952713131	-0.46624802703721	-0.369839753336751	-0.242757656879068
HRAS	-0.199454276855493	-0.195044107539187	-0.263009941632268	-0.250693922577538	-0.205203233482045	-0.226227822997682
HRH1	-0.159752458801525	-0.0932857887450212	-0.08314105317939	-0.193022871630258	-0.0536632801158483	0.00857428779539808
HRH3	-0.114058045104362	-0.0293834618208456	-0.052952210830549	-0.045102368671372	-0.0982363067055616	-0.0551537610292343
HSCB	-1.03401666760651	-1.0453451478493	-1.1113556779734	-1.06719007449835	-1.2278913814453	-1.04555020574671
HTR2C	-0.148096617818657	-0.103669085038992	-0.286923420899232	-0.108413192558159	-0.161303266066372	-0.20403253778205
HTR3D	-0.154851636901916	-0.0451010906706053	-0.143744706843733	-0.117125519936215	0.0565878573170981	-0.139691075840292
HTR3E	-0.315382192835359	-0.229230282001181	-0.177066857260099	-0.338648717742906	-0.170666671000992	-0.154634323565268
HUS1	-0.793543760985593	-0.803618018341529	-0.712384398382745	-0.921155852357556	-0.949978093841383	-0.825758763505655
HUS1B	-0.240387077769214	-0.187740648957815	-0.253908508718996	-0.293541784346205	-0.184290101216953	-0.19965681382443
IAPP	-0.140293041189499	-0.0050417168486426	-0.149659377450839	-0.0847785915049458	-0.029427607572544	-0.0553578201408945
ICK	-0.000719316549822766	-0.117774001597654	-0.159664135417657	-0.00631274256994903	-0.0986937957487993	-0.0753088042538818
